root_id,group,message_depth,message_id,from,to,date,subject,message_body,nchar_fulltext,nchar_body,nchar_log,nchar_code,nchar_quot,group1,group2,group3,group4,stratum,from_trees,text,id,cleaned_text
<Ysv73EA0CyIgcgCI@example.com>,gmane.comp.db.foxpro.profox,0.0,<Ysv73EA0CyIgcgCI@example.com>,J9yuVmYLYrVwnEZY@example.com,,2006-09-07 21:15:23+00:00,VFPX:  Ever seen this,"Two major points, first VFP
 
Open a table in the command window, no order is set,  fresh table copied from one ran in my Production system.  Move, browse through the records.
Open another table (created a few weeks ago), no order is set (non-available) and the record pointer in the first table goes to a particular point.  Won't budge.
Discovered this when I ran a ""quicky update"" program (yeah right) and got strange results.  It was because my seek() didn't move the record pointer in the first table mentioned above. No relations, no nothing. 
 
No get this, if I close the second table behavior on the first returns to normal,  except that the record pointer on the first moves from the point that it was originally stuck.
 
Second: (non-vfp)
 
Recently converted to Windows Live Mail and had responded to some  posts,  well this afternoon I finally noticed that the reply to was the original email address not  Profox? Apologies to anyone receiving a non-solicited email.
 
Any comments on my VFP issue would be greatly appreciated.
 
 <gmane_tag_closing> <gmane_tag_quotation>",2190.0,1084.0,0.0,0.0,1131.0,comp,db,foxpro,profox,1,True,"<span style=""background-color: #e8baba;"">VFPX:  Ever seen this</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;"">Two major points, first VFP<br> <br>Open a table in the command window, no order is set,  fresh table copied from one ran in my Production system.  Move, browse through the records.<br>Open another table (created a few weeks ago), no order is set (non-available) and the record pointer in the first table goes to a particular point.  Won't budge.<br>Discovered this when I ran a ""quicky update"" program (yeah right) and got strange results.  It was because my seek() didn't move the record pointer in the first table mentioned above. No relations, no nothing. <br> <br>No get this, if I close the second table behavior on the first returns to normal,  except that the record pointer on the first moves from the point that it was originally stuck.<br> <br>Second: (non-vfp)<br> <br>Recently converted to Windows Live Mail and had responded to some  posts,  well this afternoon I finally noticed that the reply to was the original email address not  Profox? Apologies to anyone receiving a non-solicited email.<br> <br>Any comments on my VFP issue would be greatly appreciated.<br> <br> </span><span style=""background-color: #edebeb;color: #999999;"">closing</span><span style=""background-color: #e8baba;""><br> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br></span>",19,"VFPX:  Ever seen this 
 Two major points, first VFP
 
Open a table in the command window, no order is set,  fresh table copied from one ran in my Production system.  Move, browse through the records.
Open another table (created a few weeks ago), no order is set (non-available) and the record pointer in the first table goes to a particular point.  Won't budge.
Discovered this when I ran a ""quicky update"" program (yeah right) and got strange results.  It was because my seek() didn't move the record pointer in the first table mentioned above. No relations, no nothing. 
 
No get this, if I close the second table behavior on the first returns to normal,  except that the record pointer on the first moves from the point that it was originally stuck.
 
Second: (non-vfp)
 
Recently converted to Windows Live Mail and had responded to some  posts,  well this afternoon I finally noticed that the reply to was the original email address not  Profox? Apologies to anyone receiving a non-solicited email.
 
Any comments on my VFP issue would be greatly appreciated.
 
 <closing> <quotation>"
<1054373393.1233323759570.JavaMail.jira@brutus>,gmane.comp.apache.webservices.tuscany.devel,0.0,<1054373393.1233323759570.JavaMail.jira@brutus>,foJQLytOgeEY30Wi@example.com,foJQLytOgeEY30Wi@example.com,2009-01-30 05:55:59-08:00,"[jira] Created: (TUSCANY-2798) Response destination not used in
 <binding.jms> when JMSReplyTo is absent","Response destination not used in <binding.jms> when JMSReplyTo is absent
 <gmane_tag_visual_separator> <gmane_tag_tabular> The OASIS JMS Binding spec makes this clear whereas the OSOA doesn't, but if the JMSReplyTo isn't present on the incoming requestMessage then the response destination should be used.

Not sure the best place to tweak the code to add this just yet, but you can see in TransportServiceInterceptor what we do today in sca-java-1.x

 <gmane_tag_raw_code> <gmane_tag_patch> <gmane_tag_raw_code> <gmane_tag_visual_separator> <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>",1248.0,622.0,0.0,391.0,0.0,comp,apache,webservices,tuscany,1,True,"<span style=""background-color: #e8baba;"">[jira] Created: (TUSCANY-2798) Response destination not used in
 <binding.jms> when JMSReplyTo is absent</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;"">Response destination not used in </span><span style=""background-color: #edebeb;color: #999999;"">binding.jms</span><span style=""background-color: #e8baba;""><br> when JMSReplyTo is absent<br>  </span><span style=""background-color: #edebeb;color: #999999;"">tabular</span><span style=""background-color: #e8baba;""><br> The OASIS JMS Binding spec makes this clear whereas the OSOA doesn't, but if the JMSReplyTo isn't present on the incoming requestMessage then the response destination should be used.<br><br>Not sure the best place to tweak the code to add this just yet, but you can see in TransportServiceInterceptor what we do today in sca-java-1.x<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">code</span><span style=""background-color: #e8baba;""><br>  </span><span style=""background-color: #edebeb;color: #999999;"">code</span><span style=""background-color: #e8baba;""><br>    </span>",20,"[jira] Created: (TUSCANY-2798) Response destination not used in
 <binding.jms> when JMSReplyTo is absent 
 Response destination not used in <binding.jms> when JMSReplyTo is absent
  <tabular> The OASIS JMS Binding spec makes this clear whereas the OSOA doesn't, but if the JMSReplyTo isn't present on the incoming requestMessage then the response destination should be used.

Not sure the best place to tweak the code to add this just yet, but you can see in TransportServiceInterceptor what we do today in sca-java-1.x

 <raw_code>  <raw_code>    "
<3G8mwqbycy7125+R@example.com>,gmane.comp.python.general,1.0,<YSkTXBeDG2nm6MaZ@example.com>,YzyGnf7dumIPw30Q@example.com,etXDQRB/v9ZrAa+C@example.com,2007-03-16 11:15:39-06:00,Re: getopt or optparse options/arguments wrapping?,"<gmane_tag_quotation_marker> <gmane_tag_quotation> I'm not clear on exactly what it is you want.  Are you trying to do
something like::

 <gmane_tag_raw_code> where ``--foo --bar x y z`` gets handled by your command and ``--tar-foo
--tar-bar tx ty tz`` gets passed on through to the tar command?

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>",1065.0,372.0,0.0,62.0,717.0,comp,python,general,,0,True,"<span style=""background-color: #e8baba;"">Re: getopt or optparse options/arguments wrapping?</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;""> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br> I'm not clear on exactly what it is you want.  Are you trying to do<br>something like::<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">code</span><span style=""background-color: #e8baba;""><br> where ``--foo --bar x y z`` gets handled by your command and ``--tar-foo<br>--tar-bar tx ty tz`` gets passed on through to the tar command?<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">closing</span><span style=""background-color: #e8baba;""><br>  </span>",21,"Re: getopt or optparse options/arguments wrapping? 
  <quotation> I'm not clear on exactly what it is you want.  Are you trying to do
something like::

 <raw_code> where ``--foo --bar x y z`` gets handled by your command and ``--tar-foo
--tar-bar tx ty tz`` gets passed on through to the tar command?

 <closing>  "
<qptYgOMDwAlE6VUR@example.com>,gmane.comp.audio.icecast.general,1.0,<MXRnf0yCwJxaWF6X@example.com>,hxnbV1X1QqURbSEu@example.com,,2005-06-07 18:45:46-07:00,Re: 3GPP and 3Gpp2 Support,"This also requires AAC/aacPlus.
Most of the new multimedia phones will be shipping with this codec.

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_personal_signature>",772.0,232.0,0.0,0.0,393.0,comp,audio,icecast,general,0,True,"<span style=""background-color: #e8baba;"">Re: 3GPP and 3Gpp2 Support</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;"">This also requires AAC/aacPlus.<br>Most of the new multimedia phones will be shipping with this codec.<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">closing</span><span style=""background-color: #e8baba;""><br>  </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br>  </span>",22,"Re: 3GPP and 3Gpp2 Support 
 This also requires AAC/aacPlus.
Most of the new multimedia phones will be shipping with this codec.

 <closing>  <quotation>  "
<yUZczi0aES50vFz4@example.com>,gmane.comp.lib.qt.general,0.0,<yUZczi0aES50vFz4@example.com>,SnZhBlbp5Y91r2ec@example.com,GwWJMMMlkj1m/0Op@example.com,2008-07-28 01:19:12+02:00,IP and MAc addresses,"<gmane_tag_salutation> I am a beginner of QT4.
I am trying to construct an application for finding IP and MAC addresses.
I programed sth like:

 <gmane_tag_raw_code> and above unfortunately the ""if"" returns true.

I programed sth similar for IP using function  ""QHostAddress
QNetworkAddressEntry::ip () const""
and again it is empty.

Does anyone know how to solve the problems?

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>",699.0,454.0,0.0,168.0,0.0,comp,lib,qt,general,1,True,"<span style=""background-color: #e8baba;"">IP and MAc addresses</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;""></span><span style=""background-color: #edebeb;color: #999999;"">salutation</span><span style=""background-color: #e8baba;""><br> I am a beginner of QT4.<br>I am trying to construct an application for finding IP and MAC addresses.<br>I programed sth like:<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">code</span><span style=""background-color: #e8baba;""><br> and above unfortunately the ""if"" returns true.<br><br>I programed sth similar for IP using function  ""QHostAddress<br>QNetworkAddressEntry::ip () const""<br>and again it is empty.<br><br>Does anyone know how to solve the problems?<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">closing</span><span style=""background-color: #e8baba;""><br>  </span>",23,"IP and MAc addresses 
 <salutation> I am a beginner of QT4.
I am trying to construct an application for finding IP and MAC addresses.
I programed sth like:

 <raw_code> and above unfortunately the ""if"" returns true.

I programed sth similar for IP using function  ""QHostAddress
QNetworkAddressEntry::ip () const""
and again it is empty.

Does anyone know how to solve the problems?

 <closing>  "
<JfCb9XN3hoz7KJXF@example.com>,gmane.linux.iscsi.iscsi-target.devel,2.0,<gHYVjLzvuErlLIEl@example.com>,kd695B2KBTaSNnT7@example.com,,2006-10-10 17:58:40-04:00,Re: iSCSI Target Oopsing under heavy load,"<gmane_tag_quotation_marker> <gmane_tag_quotation> if you can try to use those 1.1GB, things might change.

but if u use vanilla iet without async cache. i can not believe this
frankly. something else must be wrong here.

could you post some information base on your new 2GB box. when u see the
low memory mesg, post

/proc/slabinfo 
 <gmane_tag_quotation> <gmane_tag_raw_code> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>",3292.0,454.0,0.0,18.0,2643.0,linux,iscsi,iscsi-target,devel,11,True,"<span style=""background-color: #e8baba;"">Re: iSCSI Target Oopsing under heavy load</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;""> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br> if you can try to use those 1.1GB, things might change.<br><br>but if u use vanilla iet without async cache. i can not believe this<br>frankly. something else must be wrong here.<br><br>could you post some information base on your new 2GB box. when u see the<br>low memory mesg, post<br><br>/proc/slabinfo <br> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br> </span><span style=""background-color: #edebeb;color: #999999;"">code</span><span style=""background-color: #e8baba;""><br> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br>  </span>",24,"Re: iSCSI Target Oopsing under heavy load 
  <quotation> if you can try to use those 1.1GB, things might change.

but if u use vanilla iet without async cache. i can not believe this
frankly. something else must be wrong here.

could you post some information base on your new 2GB box. when u see the
low memory mesg, post

/proc/slabinfo 
 <quotation> <raw_code> <quotation>  "
<Mw8qbmIOzrbt+IZJ@example.com>,gmane.comp.jakarta.jetspeed.devel,3.0,<LfInldVGWflp7hpT@example.com>,/27AE+VYKdqmtxk/@example.com,,2003-04-09 14:06:35-07:00,Re: Ideas for 1.4 Event Model addition,"Find attached a UML diagram of my 'first pass' at adding event handling to 
Jetspeed.

The colors are for visual clarity and only roughly based on the design 
archetypes they represent in the Coad/Lefebvre/DeLuca UML color extensions 
and domain-neutral component pattern.  Don't get hung up on that semantic 
hook, the diagram is simple and should be self explanatory.

The differences I identified between awt event model and the problem we are 
trying to solve is that in awt it is an interactive, fully encapsulated 
environment.  The request/response driven http transaction needs some layer 
of abstraction which I called scope to identify the different parts of the 
server/client interaction that might need events triggered.  This scope 
idea roughly replaces the component idea of awt.  I think I picked the 
right scope points, but there probably needs to be some discussion around 
that as well.  There is a potential conflict between portlet set scope and 
portlet group scope which need to also be further explored.


 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation>",4785.0,1103.0,0.0,0.0,3739.0,comp,jakarta,jetspeed,devel,11,True,"<span style=""background-color: #e8baba;"">Re: Ideas for 1.4 Event Model addition</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;"">Find attached a UML diagram of my 'first pass' at adding event handling to <br>Jetspeed.<br><br>The colors are for visual clarity and only roughly based on the design <br>archetypes they represent in the Coad/Lefebvre/DeLuca UML color extensions <br>and domain-neutral component pattern.  Don't get hung up on that semantic <br>hook, the diagram is simple and should be self explanatory.<br><br>The differences I identified between awt event model and the problem we are <br>trying to solve is that in awt it is an interactive, fully encapsulated <br>environment.  The request/response driven http transaction needs some layer <br>of abstraction which I called scope to identify the different parts of the <br>server/client interaction that might need events triggered.  This scope <br>idea roughly replaces the component idea of awt.  I think I picked the <br>right scope points, but there probably needs to be some discussion around <br>that as well.  There is a potential conflict between portlet set scope and <br>portlet group scope which need to also be further explored.<br><br><br> </span><span style=""background-color: #edebeb;color: #999999;"">closing</span><span style=""background-color: #e8baba;""><br>  </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br></span>",25,"Re: Ideas for 1.4 Event Model addition 
 Find attached a UML diagram of my 'first pass' at adding event handling to 
Jetspeed.

The colors are for visual clarity and only roughly based on the design 
archetypes they represent in the Coad/Lefebvre/DeLuca UML color extensions 
and domain-neutral component pattern.  Don't get hung up on that semantic 
hook, the diagram is simple and should be self explanatory.

The differences I identified between awt event model and the problem we are 
trying to solve is that in awt it is an interactive, fully encapsulated 
environment.  The request/response driven http transaction needs some layer 
of abstraction which I called scope to identify the different parts of the 
server/client interaction that might need events triggered.  This scope 
idea roughly replaces the component idea of awt.  I think I picked the 
right scope points, but there probably needs to be some discussion around 
that as well.  There is a potential conflict between portlet set scope and 
portlet group scope which need to also be further explored.


 <closing>  <quotation>"
<DT42Q1yRPlenZx28@example.com>,gmane.linux.debian.devel.bugs.rc,2.0,<Y1u24UNQxAuI9YJm@example.com>,IzDJw4my79YPh0Rx@example.com,,2004-09-17 01:23:35+02:00,Bug#271650: FTBFS: illuminator/arm -- shlibs error,"<gmane_tag_quotation_marker> <gmane_tag_quotation> Frankly, I have no clue :-(
 
 <gmane_tag_quotation> There are no scripts pulling stuff automatically out of sarge, that's
only done manually after checking bugreports, so just noting it there
would already have been enough.

Note that there is still a serious issue _somewhere_, and as I explained
below, it is actually a problem for illuminator, even though the _fault_
is obviously somewhere else. If now somehow illuminator is build
succesfully on arm due to sheer luck, it might propagate to testing, and
lacking this luck in the future, it might be impossible to do security
support for it. Build failures are always a problem of the failing
package (in addition to the problem-causer, of course), however annoying
that might be.

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_personal_signature>",1604.0,868.0,0.0,0.0,757.0,linux,debian,devel,bugs,11,True,"<span style=""background-color: #e8baba;"">Bug#271650: FTBFS: illuminator/arm -- shlibs error</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;""> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br> Frankly, I have no clue :-(<br> <br> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br> There are no scripts pulling stuff automatically out of sarge, that's<br>only done manually after checking bugreports, so just noting it there<br>would already have been enough.<br><br>Note that there is still a serious issue _somewhere_, and as I explained<br>below, it is actually a problem for illuminator, even though the _fault_<br>is obviously somewhere else. If now somehow illuminator is build<br>succesfully on arm due to sheer luck, it might propagate to testing, and<br>lacking this luck in the future, it might be impossible to do security<br>support for it. Build failures are always a problem of the failing<br>package (in addition to the problem-causer, of course), however annoying<br>that might be.<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">closing</span><span style=""background-color: #e8baba;""><br>  </span>",26,"Bug#271650: FTBFS: illuminator/arm -- shlibs error 
  <quotation> Frankly, I have no clue :-(
 
 <quotation> There are no scripts pulling stuff automatically out of sarge, that's
only done manually after checking bugreports, so just noting it there
would already have been enough.

Note that there is still a serious issue _somewhere_, and as I explained
below, it is actually a problem for illuminator, even though the _fault_
is obviously somewhere else. If now somehow illuminator is build
succesfully on arm due to sheer luck, it might propagate to testing, and
lacking this luck in the future, it might be impossible to do security
support for it. Build failures are always a problem of the failing
package (in addition to the problem-causer, of course), however annoying
that might be.

 <closing>  "
<gDemOq/A48ujXw2v@example.com>,gmane.comp.gnome.gtk+.csharp,3.0,<CyEK8N+xWoF3hkA5@example.com>,KpjTdY93XsreTqnb@example.com,,2005-08-05 06:42:57-04:00,Re: Gtk.Label : Text Direction,"<gmane_tag_quotation_marker> <gmane_tag_quotation> Sideways rendering requires GTK+ 2.8, which you can bind to if you run
`bootstrap-for-the-insane` (which I guess means GTK+ 2.8 is
unsupported :-).

Plus, no shipping distros include GTK+ 2.8 at this time, so if you want
a large user base you shouldn't depend on it.  GTK+ 2.2 (Gtk# 1.0.x) is
the recommended dependency, or GTK+ 2.4 (Gtk# 2.3.x/2.4.x) if necessary,
as these are already present on more distros.

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>",881.0,539.0,0.0,0.0,299.0,comp,gnome,gtk+,csharp,11,True,"<span style=""background-color: #e8baba;"">Re: Gtk.Label : Text Direction</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;""> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br> Sideways rendering requires GTK+ 2.8, which you can bind to if you run<br>`bootstrap-for-the-insane` (which I guess means GTK+ 2.8 is<br>unsupported :-).<br><br>Plus, no shipping distros include GTK+ 2.8 at this time, so if you want<br>a large user base you shouldn't depend on it.  GTK+ 2.2 (Gtk# 1.0.x) is<br>the recommended dependency, or GTK+ 2.4 (Gtk# 2.3.x/2.4.x) if necessary,<br>as these are already present on more distros.<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">closing</span><span style=""background-color: #e8baba;""><br>  </span>",27,"Re: Gtk.Label : Text Direction 
  <quotation> Sideways rendering requires GTK+ 2.8, which you can bind to if you run
`bootstrap-for-the-insane` (which I guess means GTK+ 2.8 is
unsupported :-).

Plus, no shipping distros include GTK+ 2.8 at this time, so if you want
a large user base you shouldn't depend on it.  GTK+ 2.2 (Gtk# 1.0.x) is
the recommended dependency, or GTK+ 2.4 (Gtk# 2.3.x/2.4.x) if necessary,
as these are already present on more distros.

 <closing>  "
<IubSCWhSL5jWe3Lf@example.com>,gmane.comp.lang.r.general,0.0,<IubSCWhSL5jWe3Lf@example.com>,xYVYYV40dGz5C0zg@example.com,e9ZrInjzhaHwhAey@example.com,2007-11-07 11:02:29-06:00,Re: partially sum variable of a dataframe,"There's probably a shorter way but below works
and doesn't require the starting points to be in
the a column.

 <gmane_tag_raw_code> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>",1284.0,209.0,0.0,125.0,771.0,comp,lang,r,general,0,True,"<span style=""background-color: #e8baba;"">Re: partially sum variable of a dataframe</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;"">There's probably a shorter way but below works<br>and doesn't require the starting points to be in<br>the a column.<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">code</span><span style=""background-color: #e8baba;""><br> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br>  </span>",28,"Re: partially sum variable of a dataframe 
 There's probably a shorter way but below works
and doesn't require the starting points to be in
the a column.

 <raw_code> <quotation>  "
<D37/+m1p//0c87Ak@example.com>,gmane.os.netbsd.ports.macppc,2.0,<BA728900.1986D%lCLvFXKiVZx8AswE@example.com>,lCLvFXKiVZx8AswE@example.com,,2003-02-14 11:52:32-08:00,Re: For your edification...,"<gmane_tag_quotation_marker> <gmane_tag_quotation> I guess this works as long as all code is consistent about accessing
semaphores, and it probably makes for a more efficient implementation (the
store logic doesn't always need to check for reservations), but it's still
non-obvious.  Especially since stores by _other devices in the system_
(including other CPUs) WILL reset the reservation.

I'm glad I'm not the only one that finds this... surprising.  ;)

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_personal_signature>",944.0,539.0,0.0,0.0,369.0,os,netbsd,ports,macppc,11,True,"<span style=""background-color: #e8baba;"">Re: For your edification...</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;""> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br> I guess this works as long as all code is consistent about accessing<br>semaphores, and it probably makes for a more efficient implementation (the<br>store logic doesn't always need to check for reservations), but it's still<br>non-obvious.  Especially since stores by _other devices in the system_<br>(including other CPUs) WILL reset the reservation.<br><br>I'm glad I'm not the only one that finds this... surprising.  ;)<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">closing</span><span style=""background-color: #e8baba;""><br>  </span>",29,"Re: For your edification... 
  <quotation> I guess this works as long as all code is consistent about accessing
semaphores, and it probably makes for a more efficient implementation (the
store logic doesn't always need to check for reservations), but it's still
non-obvious.  Especially since stores by _other devices in the system_
(including other CPUs) WILL reset the reservation.

I'm glad I'm not the only one that finds this... surprising.  ;)

 <closing>  "
,gmane.comp.web.phpgroupware.documentation,,<+7pKDauamaHF8Pgx@example.com>,NRlpc80LgkMqod9s@example.com,,2005-12-13 00:50:21+11:00,[patch #2740] adding accounts fails,"Update of patch #2740 (project phpgroupware):

 <gmane_tag_tabular> <gmane_tag_visual_separator> <gmane_tag_section_heading> Wasn't closed, closing now

 <gmane_tag_visual_separator> <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>",569.0,263.0,0.0,0.0,0.0,comp,web,phpgroupware,documentation,dev1,False,"<span style=""background-color: #e8baba;"">[patch #2740] adding accounts fails</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;"">Update of patch #2740 (project phpgroupware):<br><br> </span><span style=""background-color: #edebeb;color: #999999;"">tabular</span><span style=""background-color: #e8baba;""><br>   Wasn't closed, closing now<br><br>    </span>",30,"[patch #2740] adding accounts fails 
 Update of patch #2740 (project phpgroupware):

 <tabular>   Wasn't closed, closing now

    "
,gmane.culture.cars.volkswagen.diesel,,<S4duJfHbMDOE3fnW@example.com>,2L5xa1EbRQZfHKqH@example.com,,2003-08-14 16:16:27-07:00,Re: AC pivot bolt,"<gmane_tag_quotation_marker> <gmane_tag_quotation> As I recall, I was able to get a wrench on the nut and a socket on the head of the bolt.  It was about 7 years ago that I did
this and I no longer have the vehicle or took any pictures, so I put what I remembered on my page.  It all seemed pretty obvious
when you got it all open and looked at what was happening for it to loosen and fail so often.  I also may have tapped threads
for the new bolt in the larger holes, too.

 <gmane_tag_visual_separator> <gmane_tag_personal_signature>",1886.0,536.0,0.0,0.0,1449.0,culture,cars,volkswagen,diesel,other1,False,"<span style=""background-color: #e8baba;"">Re: AC pivot bolt</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;""> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br> As I recall, I was able to get a wrench on the nut and a socket on the head of the bolt.  It was about 7 years ago that I did<br>this and I no longer have the vehicle or took any pictures, so I put what I remembered on my page.  It all seemed pretty obvious<br>when you got it all open and looked at what was happening for it to loosen and fail so often.  I also may have tapped threads<br>for the new bolt in the larger holes, too.<br><br>  </span>",31,"Re: AC pivot bolt 
  <quotation> As I recall, I was able to get a wrench on the nut and a socket on the head of the bolt.  It was about 7 years ago that I did
this and I no longer have the vehicle or took any pictures, so I put what I remembered on my page.  It all seemed pretty obvious
when you got it all open and looked at what was happening for it to loosen and fail so often.  I also may have tapped threads
for the new bolt in the larger holes, too.

  "
<eaaItJcz7/pE/48P@example.com>,gmane.comp.emulators.kvm.devel,4.0,<JgFxncSIZ1m32aRB@example.com>,5eAnz+93AmWjqQYm@example.com,e+XI2Bjz5/7DdhjN@example.com,2009-06-10 16:29:49-03:00,"Re: [KVM-AUTOTEST PATCH 04/06] VM.create(): always destroy() the
 VM before attempting to start it",<gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_log_data> <gmane_tag_quotation> <gmane_tag_personal_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>,1621.0,179.0,18.0,0.0,1333.0,comp,emulators,kvm,devel,10,True,"<span style=""background-color: #e8baba;"">Re: [KVM-AUTOTEST PATCH 04/06] VM.create(): always destroy() the
 VM before attempting to start it</span> <br> <hr size=""2""> <span style=""background-color: #e8baba;""> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br> </span><span style=""background-color: #edebeb;color: #999999;"">log</span><span style=""background-color: #e8baba;""><br> </span><span style=""background-color: #edebeb;color: #999999;"">quotation</span><span style=""background-color: #e8baba;""><br>   </span>",32,"Re: [KVM-AUTOTEST PATCH 04/06] VM.create(): always destroy() the
 VM before attempting to start it 
  <quotation> <log_data> <quotation>   "
