,instance_id,label_Act:::Thank you/Welcome,label_Act:::Commit/Agree,label_Act:::Request,label_Act:::Deliver/Informative,label_Act:::Other_merged,label_spam,label_Sender Expectation,root_id,message_id,cleaned_text,batch,split
10,1_18,0,0,1,0,0,0,1.0,<429398CF.14034.295A931@localhost>,<429398CF.14034.295A931@localhost>,"zope\app\container\contained.py 
 <salutation> line 545 of zope\app\container\contained.py contains a testcase
"">>> setitem(container, container.__setitem__, 'hello ' + chr(200), item)""
which should give back a traceback:
 <log_data> <raw_code> <log_data> <raw_code> but the name parameter is correct:
""
 <quotation> u'hello \xc8'
 <quotation> ""
So the unit tests give a failure:
""
  <log_data> <raw_code> <tabular> <log_data> <tabular> Got nothing
""
What should be done?

 <closing>",1,train
11,1_19,1,0,1,1,0,0,1.0,<Ysv73EA0CyIgcgCI@example.com>,<Ysv73EA0CyIgcgCI@example.com>,"VFPX:  Ever seen this 
 Two major points, first VFP
 
Open a table in the command window, no order is set,  fresh table copied from one ran in my Production system.  Move, browse through the records.
Open another table (created a few weeks ago), no order is set (non-available) and the record pointer in the first table goes to a particular point.  Won't budge.
Discovered this when I ran a ""quicky update"" program (yeah right) and got strange results.  It was because my seek() didn't move the record pointer in the first table mentioned above. No relations, no nothing. 
 
No get this, if I close the second table behavior on the first returns to normal,  except that the record pointer on the first moves from the point that it was originally stuck.
 
Second: (non-vfp)
 
Recently converted to Windows Live Mail and had responded to some  posts,  well this afternoon I finally noticed that the reply to was the original email address not  Profox? Apologies to anyone receiving a non-solicited email.
 
Any comments on my VFP issue would be greatly appreciated.
 
 <closing> <quotation>",1,train
12,1_2,0,0,0,1,0,0,0.0,<25076180.1158523100082.JavaMail.Twebapp@oss-app1>,<tDf5/cPqsQ0n0TLx@example.com>,"Re: Re: Re: low disk performance 
  <quotation> What is strange, is that this is almost all writes.  Do you have
the rsync running at this time?  A scrub alone should not look
like this.

I have also observed some strange behavior on a 4 disk raidz,
which may be related.  It is possible to saturate a single disk,
while all the others in the same vdev are completely idle.  It
is very easy to reproduce, so try the following:

Create a filesystem with a 4k recordsize on a 4 disk raidz.
Now, copy a large file to it, while observing 'iostat -xnz 5'.
This is the worst case I have been able to produce, but the
imbalance is apparent even with an untar at the default
recordsize.

Interestingly, it is always the last disk in the set which is busy.
This behavior does not occur with a 3 disk raidz, nor is it as
bad with other record sizes.

 <closing>",1,test
13,1_20,0,0,0,1,0,0,0.0,<1054373393.1233323759570.JavaMail.jira@brutus>,<1054373393.1233323759570.JavaMail.jira@brutus>,"[jira] Created: (TUSCANY-2798) Response destination not used in
 <binding.jms> when JMSReplyTo is absent 
 Response destination not used in <binding.jms> when JMSReplyTo is absent
  <tabular> The OASIS JMS Binding spec makes this clear whereas the OSOA doesn't, but if the JMSReplyTo isn't present on the incoming requestMessage then the response destination should be used.

Not sure the best place to tweak the code to add this just yet, but you can see in TransportServiceInterceptor what we do today in sca-java-1.x

 <raw_code>  <raw_code>    ",1,val
14,1_21,0,0,0,1,0,0,1.0,<3G8mwqbycy7125+R@example.com>,<YSkTXBeDG2nm6MaZ@example.com>,"Re: getopt or optparse options/arguments wrapping? 
  <quotation> I'm not clear on exactly what it is you want.  Are you trying to do
something like::

 <raw_code> where ``--foo --bar x y z`` gets handled by your command and ``--tar-foo
--tar-bar tx ty tz`` gets passed on through to the tar command?

 <closing>  ",1,train
15,1_22,0,0,0,1,0,0,0.0,<qptYgOMDwAlE6VUR@example.com>,<MXRnf0yCwJxaWF6X@example.com>,"Re: 3GPP and 3Gpp2 Support 
 This also requires AAC/aacPlus.
Most of the new multimedia phones will be shipping with this codec.

 <closing>  <quotation>  ",1,val
16,1_23,0,0,1,1,1,0,1.0,<yUZczi0aES50vFz4@example.com>,<yUZczi0aES50vFz4@example.com>,"IP and MAc addresses 
 <salutation> I am a beginner of QT4.
I am trying to construct an application for finding IP and MAC addresses.
I programed sth like:

 <raw_code> and above unfortunately the ""if"" returns true.

I programed sth similar for IP using function  ""QHostAddress
QNetworkAddressEntry::ip () const""
and again it is empty.

Does anyone know how to solve the problems?

 <closing>  ",1,test
17,1_24,0,0,1,1,0,0,1.0,<JfCb9XN3hoz7KJXF@example.com>,<gHYVjLzvuErlLIEl@example.com>,"Re: iSCSI Target Oopsing under heavy load 
  <quotation> if you can try to use those 1.1GB, things might change.

but if u use vanilla iet without async cache. i can not believe this
frankly. something else must be wrong here.

could you post some information base on your new 2GB box. when u see the
low memory mesg, post

/proc/slabinfo 
 <quotation> <raw_code> <quotation>  ",1,train
18,1_25,0,0,0,1,1,0,0.0,<Mw8qbmIOzrbt+IZJ@example.com>,<LfInldVGWflp7hpT@example.com>,"Re: Ideas for 1.4 Event Model addition 
 Find attached a UML diagram of my 'first pass' at adding event handling to 
Jetspeed.

The colors are for visual clarity and only roughly based on the design 
archetypes they represent in the Coad/Lefebvre/DeLuca UML color extensions 
and domain-neutral component pattern.  Don't get hung up on that semantic 
hook, the diagram is simple and should be self explanatory.

The differences I identified between awt event model and the problem we are 
trying to solve is that in awt it is an interactive, fully encapsulated 
environment.  The request/response driven http transaction needs some layer 
of abstraction which I called scope to identify the different parts of the 
server/client interaction that might need events triggered.  This scope 
idea roughly replaces the component idea of awt.  I think I picked the 
right scope points, but there probably needs to be some discussion around 
that as well.  There is a potential conflict between portlet set scope and 
portlet group scope which need to also be further explored.


 <closing>  <quotation>",1,train
19,1_26,0,0,0,1,0,0,1.0,<DT42Q1yRPlenZx28@example.com>,<Y1u24UNQxAuI9YJm@example.com>,"Bug#271650: FTBFS: illuminator/arm -- shlibs error 
  <quotation> Frankly, I have no clue :-(
 
 <quotation> There are no scripts pulling stuff automatically out of sarge, that's
only done manually after checking bugreports, so just noting it there
would already have been enough.

Note that there is still a serious issue _somewhere_, and as I explained
below, it is actually a problem for illuminator, even though the _fault_
is obviously somewhere else. If now somehow illuminator is build
succesfully on arm due to sheer luck, it might propagate to testing, and
lacking this luck in the future, it might be impossible to do security
support for it. Build failures are always a problem of the failing
package (in addition to the problem-causer, of course), however annoying
that might be.

 <closing>  ",1,train
20,1_27,0,0,0,1,0,0,0.0,<gDemOq/A48ujXw2v@example.com>,<CyEK8N+xWoF3hkA5@example.com>,"Re: Gtk.Label : Text Direction 
  <quotation> Sideways rendering requires GTK+ 2.8, which you can bind to if you run
`bootstrap-for-the-insane` (which I guess means GTK+ 2.8 is
unsupported :-).

Plus, no shipping distros include GTK+ 2.8 at this time, so if you want
a large user base you shouldn't depend on it.  GTK+ 2.2 (Gtk# 1.0.x) is
the recommended dependency, or GTK+ 2.4 (Gtk# 2.3.x/2.4.x) if necessary,
as these are already present on more distros.

 <closing>  ",1,test
21,1_28,0,0,0,1,0,0,0.0,<IubSCWhSL5jWe3Lf@example.com>,<IubSCWhSL5jWe3Lf@example.com>,"Re: partially sum variable of a dataframe 
 There's probably a shorter way but below works
and doesn't require the starting points to be in
the a column.

 <raw_code> <quotation>  ",1,train
22,1_29,0,0,0,1,0,0,0.0,<D37/+m1p//0c87Ak@example.com>,<BA728900.1986D%lCLvFXKiVZx8AswE@example.com>,"Re: For your edification... 
  <quotation> I guess this works as long as all code is consistent about accessing
semaphores, and it probably makes for a more efficient implementation (the
store logic doesn't always need to check for reservations), but it's still
non-obvious.  Especially since stores by _other devices in the system_
(including other CPUs) WILL reset the reservation.

I'm glad I'm not the only one that finds this... surprising.  ;)

 <closing>  ",1,train
23,1_3,0,0,0,1,0,0,0.0,,<73dssIMz61fDC+tc@example.com>,"src ChangeLog configure configure.ac 
 <tabular> <log_data> <tabular> <log_data> 	to $skipdirs and only disable gprof for newlib.  Use the normal
	mips*-elf* handling in other respects.
 <log_data> <tabular> http://sourceware.org/cgi-bin/cvsweb.cgi/src/ChangeLog.diff?cvsroot=src&r1=1.758&r2=1.759
http://sourceware.org/cgi-bin/cvsweb.cgi/src/configure.diff?cvsroot=src&r1=1.276&r2=1.277
http://sourceware.org/cgi-bin/cvsweb.cgi/src/configure.ac.diff?cvsroot=src&r1=1.24&r2=1.25",1,train
24,1_30,0,1,0,1,0,0,0.0,,<+7pKDauamaHF8Pgx@example.com>,"[patch #2740] adding accounts fails 
 Update of patch #2740 (project phpgroupware):

 <tabular>   Wasn't closed, closing now

    ",1,test
25,1_31,0,0,0,1,0,0,0.0,,<S4duJfHbMDOE3fnW@example.com>,"Re: AC pivot bolt 
  <quotation> As I recall, I was able to get a wrench on the nut and a socket on the head of the bolt.  It was about 7 years ago that I did
this and I no longer have the vehicle or took any pictures, so I put what I remembered on my page.  It all seemed pretty obvious
when you got it all open and looked at what was happening for it to loosen and fail so often.  I also may have tapped threads
for the new bolt in the larger holes, too.

  ",1,train
26,1_32,0,0,0,0,0,1,0.0,<eaaItJcz7/pE/48P@example.com>,<JgFxncSIZ1m32aRB@example.com>,"Re: [KVM-AUTOTEST PATCH 04/06] VM.create(): always destroy() the
 VM before attempting to start it 
  <quotation> <log_data> <quotation>   ",1,test
27,1_33,0,0,1,0,0,0,1.0,<J8IGm1h1yEdIxDUP@example.com>,<OSqUh+xJI3f+wMv6@example.com>,"Re: Installing scratchbox on Fedora 8: PERMISSION PROBLEMS 
  <quotation> Thanks for your response (and from the others as well!).  You mentioned 
those two issues, but what about the problem I had with permissions on 
'/tmp'?

Hmmm...I believe that I am running the newest version (4.1.1?).  To be 
honest with you, I don't recall seeing messages to that effect, but they 
could have been there -- I was almost totally relying on the 
'INSTALL.TXT' that I found on the website where I was reading how to 
install this -- and it did not mention these 'gotchas'.

Oddly, even though I made progress, I eventually hit a brick wall.  I 
was able to install Python2.5, but I was not able to compile a python 
library (i.e. PyEphem) for it -- on both the 'ARM' and 'i386' side.  I 
was forced to return to my (awkward) Debian PC installation (Kubuntu) 
and got further there (although I had 'fun' there as well).  In the end, 
though, I did not accomplish my final goal -- I was able to start the 
Xephyr desktop in scratchbox, but in doing so the graphics (window) 
totally covered my CLI -- so I was not able to see the 'error messages' 
that I was hoping to see.

As well, the 'default' Python invoked is 2.3, and I was not sure how to 
make sure that 2.5 was the one being used when I ran Python programs on 
the Xephyr desktop emulator.

Anyone have any thoughts on these other issues?

 <closing>",1,test
28,1_34,0,1,0,1,1,0,1.0,<vgSvCR1Lj2btDhDb@example.com>,<vgSvCR1Lj2btDhDb@example.com>,"RPSblast and existing BLAST packages (WAS: RemoteBlast) 
 I'm not sure - here are some random musings
It seems easier to organize the modules by program package rather than
by program function - for example,
Smith-Waterman modules are distinct from Blast modules even though the
programs have similar aims. If we're going to have
a uniform access to Remote Blast and standalone blast then one way might
be to have BlastQuery class with common parameter
setting methods, and methods such as
   run_remote_blast
   run_local_blast
    which access the implementing code as appropriate. But this might be
a pain to implement without breaking everyone's existing code.

Or, since standaloneblast uses autoload
we could just add alternative allowable names for methods so that
$factory->p('blastn') and $factory->program('blastn')are treated the
same. Having method names the same as the header names in the blast URI
documentation might be best as I would suspect that everyone has used
the web interface but not everyone uses standalone blast.

 <closing>  ",1,test
29,1_35,0,0,1,1,0,0,0.0,<ki5iCZPKdQ3we12W@example.com>,<2GWI/k582nf+FKUR@example.com>,"Re: Parse encoded HTML in XML <content> node 
 <salutation> Here's the js:

 <raw_code>  <raw_code> and here's a slimmed-down version of my XML file (this would be
contained in ""sample.xml""):

 <raw_code> <log_data> <raw_code> <log_data> <raw_code>  <quotation>",1,train
30,1_36,1,0,1,1,0,0,1.0,<VsIM73M6YOciRsEz@example.com>,<WngNDKUniuNSsFs0@example.com>,"Re: Platform identify 
 Thank you, WIN32 and _WIN32 worked well.
Which should I use? Where I find documentation?

 <closing>  <quotation>  ",1,test
31,1_37,0,0,1,0,0,0,1.0,<WILByi2h7JMJxeHd@example.com>,<FhK9XgQyd1OBF/UJ@example.com>,"Bug#429466: gwenview crashed on menu entering 
 <salutation> Thanks for the report. Could you explain exactly what you mean by the 
Modules menu? Do you mean the list of KIPI plugins for 
activation/deactivation, or something else?

Also, please update your libkipi0 and kipi-plugins to the versions 
available in unstable, and tell me if the problem is affected.

 <closing>  <quotation>",1,train
32,1_38,0,0,0,1,0,0,0.0,<ZSVxWX+v2uObpqSD@example.com>,<P2+Tag/T094AF4CM@example.com>,"Re: Problems with home directory install 
 Just one thing that it appears that everyone knows but that can't
be stressed enough.

Many of us only have ftp and web access to our sites.

So we can hack config files at home and upload to the site
but we can't run any scripts, except via the web on the site.

And quite often it's hard to convince the host admins to hack
http.conf or php.ini on request.

So please please, don't forget us poor bastards who have to live
with what we have.

 <closing> ps.
I have to admit that I actually can, since I have a local install
at home on my own server and uses weex to update the main site.
But the problems are common.
ds.


  ",1,test
33,1_39,0,0,0,1,0,0,0.0,<Oi5oSZN2csGZLwSi@example.com>,<H7XzkaPTq0xqkymi@example.com>,"Re: ppp-udeb debconf translations and D-I ""levels"" 
  <quotation> I'm not sure I understand the rationale there but I guess these are
valid reasons. Another possibility would be someone (thinking about
Eddy here) who could act as a proxy between translators and
you...aviding numerous bug reports, at least in the early weeks.

 <quotation> OK, then, but a ""couple of months"" brings us quite close from the
freeze of D-I...:-)

D-I Translators are used to moving targets and, given the work that
has been put in carefully writing the current strings, the change I
see is probably more additionnal strings, which is not that a big
deal.",1,test
34,1_4,1,0,1,0,0,0,1.0,<jd4UBUW7aLBUImQs@example.com>,<jd4UBUW7aLBUImQs@example.com>,"Is there a way to extract some fields data from HTML pages
	through any R function ? 
 I deal with a huge amount of Biology data stored in different databases.
The databases belongig to Bioconductor organization can be accessed through Bioconductor packages.
Unluckily some useful data is stored in databases like, for instance, miRDB, miRecords, etc ... which offer just an
interactive HTML interface. See for instance
 http://mirdb.org/cgi-bin/search.cgi, 
 http://mirecords.umn.edu/miRecords/interactions.php?species=Homo+sapiens&mirna_acc=Any&targetgene_type=refseq_acc&targetgene_info=&v=yes&search_int=Search

Downloading data manually from the web pages is a painstaking time-consumung and error-prone activity.
I came across a Python script that downloads (dumps) whole web pages  into a text file that is then parsed.
This is possible because Python has a library to access web pages.
But I have no experience with Python programming nor I like such a programming language whose syntax is indentation-sensitive.

I am *hoping* that there exists some sort of web pages, HTML connection  from R ... is there ??

Thank you very much for any suggestion.
 <closing> tutti i telefonini TIM!


 <raw_code>",1,train
35,1_40,0,0,1,1,0,0,1.0,<scdgmvrL06QgAI56@example.com>,<scdgmvrL06QgAI56@example.com>,"k3b-mp3 for x86_64? 
 OK... I LOVE FC3! and this is the last problem I have before my setup is 
perfect. I can't burn mp3's to an audio cd in k3b. It gives me the 
notorious ""format not supported"" error. I have 64-bit versions of k3b 
and all the helper programs (transcode, vcdimager, etc) installed. On my 
old i386 box it was as simple as getting the k3b-mp3 rpm from yum but 
unfortunately, there is not one for x86_64?

I've searched long and hard and have only found one fix to try... It 
didn't work. I could probably alleviate the problem by just getting rid 
of the x86_64 versions and installing the i386 rpm's but then what's the 
point of having a 64-bit OS when I can't utilize it!

If I can get my hands on the source for k3b-mp3, how would I compile it 
for x86_64?

Any suggestions?
      ",1,train
36,1_41,1,0,1,0,0,0,1.0,<mbDtIG6qVLC6txQK@example.com>,<zfwoBNOORtk/oKjc@example.com>,"Re: libtool usage in Ion and FreeBSD WAS ion-devel-20030617 (2d50) 
 <salutation> I downloaded the most recent version (my first update since the
ion-devel-20030531 snapshot) and am having some problems with
compiling due to its usage of libtool in ioncore/modules.c.

It appears that there are defines and functions called that are
libtool 1.4 specific. The problem with this is that I use FreeBSD,
and they are currently still using 1.3.4 in their ports system. I
searched around to see why this is the case since that's pretty out
of date, and this post basically explains it:

http://docs.FreeBSD.org/cgi/getmsg.cgi?fetch=900639+0+/usr/local/www/db/text/2003/freebsd-ports/20030413.freebsd-ports

(sorry about the long URL). The short of it is that they are
working on the update, but it's not there yet because it is a big
job due to all the other software which depends on it.

Is this a case where I am stuck until FreeBSD gets up to date, or is
using 1.3.4 an easy task? I've included, to the best of my ability,
the functions and defines which give a problem, if this helps at all. 
Just curious about what your thoughts on this are. I hope that I've
diagnosed the problem correctly, I'm no expert on any of this.

Thanks much for Ion.
 <closing> libtool problems in ioncore/modules.c:

 <log_data> <raw_code> functions:
  lt_dlgetinfo
  lt_dlcaller_register
  lt_dlcaller_set_data
  lt_dlgetinfo
 <raw_code>   lt_dlinsertsearchdir",1,test
37,1_42,0,0,0,1,0,0,0.0,<d8H7hfGqwSnl2TQZ@example.com>,<Qz2stPPBZaib0Ylx@example.com>,"Re: latest cvsup to stable kernel build fall down, go boom 
  <quotation> Back out rev 1.187.2.22 of src/sys/vm/vm_map.c. I suspect silby is getting
tons of hate mail by now :)

    ",1,train
38,1_43,0,0,1,0,0,0,1.0,<WqJbpar1sH7aH2S0@example.com>,<WqJbpar1sH7aH2S0@example.com>,"draft-ietf-dhc-dhcpv6-netboot-05 
 I would like to see this draft advance to enable us to have everything needed in implementing IPv6 PXE boot. Thanks,

 <closing>   ",1,train
39,1_44,0,0,0,1,0,0,0.0,</5o9QLoSnabuBX8u@example.com>,<x8f8A9ESw1LO6a9C@example.com>,"Re: What is the topic(s) for tonight's meeting? 
  <quotation> Gawain Lynch is giving an advanced talk on TCP/IP and firewalling with
iptables.

 ",1,train
40,1_45,0,0,0,1,0,0,0.0,<YbZSKg6C4yCCDOQI@example.com>,<TF0cdCruynAt+iJs@example.com>,"Re: [sage-support] Re: how to pass a symbolic function
 to python, maxima etc? 
 <salutation> both your guesses are absolutely correct. I am surprised that no one has 
asked for it before. It is so convenient to use Sage's symbolic power to 
solve systems of equations and then use the solution in a numerical 
model. In particular, I would like to apply the solutions to arrays of 
data (e.g. time series). It could also be done by a loop, but numpy is a 
lot faster for that. The use of whole arrays for computations is what 
Matlab used to pride itself with, before Fortran got this capability.
I hope that others will find this useful, too.

Thanks for pushing this a bit further.

 <closing>  <quotation>   ",1,train
41,1_46,0,0,0,1,0,0,0.0,,<6cunvi$x9RxRemRxKYTrNJH@example.com>,"Re: Re: OK so does ANYONE use the vtkImageTracerWidget? 
 okay, here is a bit more... to set up the
vtkcontourWidget to work with a vtkImageActor:

 <raw_code> <quotation> and for completeness, heres the answer to the
homework which shows how to associate line topology
with points...

 <closing> <raw_code>  <raw_code>  <raw_code> <quotation>  ",1,train
42,1_47,0,0,0,1,0,0,0.0,<54f5pl2zy8vBBNt6@example.com>,<HlLyN+ZU8XDHQXP0@example.com>,"Re: memmap working? 
 Not sure. When I run ""top"" I see the line
Memory: 6016M real, 2895M free, 4174M swap in use, 2427M swap free

Its the second number that drops like a rock. Plus, it never comes back 
until I quit the program. This is a great way to turn my machine into a 
nice desk ornament!

 <closing>  <quotation>  ",1,train
43,1_48,0,0,1,1,0,0,0.0,<z7pQfOsvzWqsvXhE@example.com>,<foq21+BfK2yuz4kf@example.com>,"Re: make install clean for Gnome-2 fails with configure: error: You
	need PTLib's header files to build GnomeMeeting 
 stacey, use portupgrade.

follow the directions that joe, i, and others have told you.

what you're trying *will not work*.

 <raw_code> <log_data> <closing> <quotation>   <raw_code>  ",1,train
44,1_49,1,0,0,1,0,0,0.0,<JdZruo/nNyMA4iRs@example.com>,<ITsPRKsFc7gCoAqO@example.com>,"Re: Unable to create this part ... Graphic is disposed 
  <quotation> 	It's funny... after I posted the message, I realized I'd done so very 
quickly, and without really reading everything.  Since you and others on this 
list are so quick to reply (much, much faster than ANY other mailing list I'm 
on), I think it sorda got engrained into my brain: ""something's wrong with 
Eclipse?  Post to users@subclipse!""  

	Sadly, the guys that work on PHPEclipse seem to have disappeared, or at least 
are disregarding notices from any sort of list or forum associated with their 
product.  On the bright side, though, I stopped & restared Eclipse, and all 
is good now.  Thanks for the lightning-fast response, as always.  :) 
  ",1,train
45,1_5,0,0,1,1,0,1,1.0,,<29009.618520695$Jmuw7i4ptc2sVCN4@example.com>,"[Bug 146993] Games entry has disappeared from my Applications pulldown 
  After update-manager -d, performed on 28 September 2007, the ""Games""
entry mysteriously vanished from the Applications pulldown in my upper
panel.  All other entries remained.

If there's any sort of log analysis or diagnostic that could help pin
this down, I'm willing -- but I have no idea where to start looking

 <tabular>  ",1,train
46,1_50,0,0,0,1,0,0,0.0,<DeMIHNvr0DaU38OG@example.com>,<JEz48GhKCKrO8TaA@example.com>,"Re: Can someone share a specification format for
	a	mapping project 
 XML for Image and map Annotation is still a ""skunk works""  
specification. WMC is widely implemented in software such as  
openlayers. OWC is pretty new, so less implementation right now, but  
will probably be adopted by most of the WMC implementers.
    <quotation>",1,train
